sludinajuma_saite,bilde,apraksts,marka,gads,tips,tilpums,nobraukums,cena
https://www.ss.lv//msg/lv/transport/cars/bmw/118/bpibfk.html ,https://i.ss.lv/gallery/6/1155/288698/57739449.th2.jpg ,M-SportTikko no ItālijasPatiess un pierādāms nobraukumsMainīta ķēd,Bmw118,2009,Dīzelis,2.0,214000,5120
https://www.ss.lv//msg/lv/transport/cars/land-rover/range-rover-sport/bfophl.html ,https://i.ss.lv/gallery/6/1169/292073/58414494.th2.jpg ,"Pārdod labu auto, ideālā tehniskā un vizuālā stāvoklī. Auto pirkts Latvi",Land RoverRange Rover Sport,2015,Dīzelis,3.0,90000,25900
https://www.ss.lv//msg/lv/transport/cars/hyundai/i40/bmbcbp.html ,https://i.ss.lv/gallery/6/1177/294220/58843965.th2.jpg ,"Hyundai i40 , 1.7 dīzelis, 100kw, auto iespējams apskatīt Jelgavā un Rīg",Hyundaii40,2011,Dīzelis,1.7,312000,5100
https://www.ss.lv//msg/lv/transport/cars/lexus/ux/cxgcjf.html ,https://i.ss.lv/gallery/6/1173/293155/58630853.th2.jpg ,"Lexus Ux250H hibrīds 2020.g. Auto ir teicamā stavoklī, iegādāts un visas",LexusUX,2020,Hibrīds,2.0,40000,31000
https://www.ss.lv//msg/lv/transport/cars/bmw/320/fndfe.html ,https://i.ss.lv/gallery/6/1179/294541/58908189.th2.jpg ,"Pārdod BMW 320d Facelift, 110kw, dīzelis, mehānika. Labā tehniskā un",Bmw320,2003,Dīzelis,2.0,383000,1590
https://www.ss.lv//msg/lv/transport/cars/mercedes/sprinter/fgdgb.html ,https://i.ss.lv/gallery/6/1142/285429/57085698.th2.jpg ,"Pārdodu MB Sprinter 316cdi Kruīzkontrole, el. logi, centrālā atslēga. ",MercedesSprinter,2014,Dīzelis,2.2,348000,9400
https://www.ss.lv//msg/lv/transport/cars/mercedes/gla200/bpmjoh.html ,https://i.ss.lv/gallery/6/1169/292202/58440335.th2.jpg ,Pārdošanā Mercedes Benz Gla 200 teicamā tehniskā un vizuālā stāvoklī. ,MercedesGLA200,2019,Benzīns,1.6,70000,22000
https://www.ss.lv//msg/lv/transport/cars/bmw/316/dckcj.html ,https://i.ss.lv/gallery/6/1179/294541/58908151.th2.jpg ,Pārdodu bmw 316i ar 1.9 dzinēju un manuālo kārbu. Tik tikko izieta jauna,Bmw316,2001,Benzīns,1.9,374000,1100
https://www.ss.lv//msg/lv/transport/cars/renault/grandespace/jngfj.html ,https://i.ss.lv/gallery/6/1169/292119/58423754.th2.jpg ,"Automāts, benzīns-gāze, kruīza kontrole. 70 litru gāzes balons. Motors, ",RenaultGrand Espace,2009,Benzīns,2.0,334000,3360
https://www.ss.lv//msg/lv/transport/cars/nissan/qashqai/kcogf.html ,https://i.ss.lv/gallery/6/1156/288936/57787113.th2.jpg ,Автомобиль в хорошем техническом и визуальном состоянии. Был приобретен ,NissanQashqai,2012,Dīzelis,1.6,195000,6200
https://www.ss.lv//msg/lv/transport/cars/hyundai/santa-fe/bdcdex.html ,https://i.ss.lv/gallery/6/1179/294541/58908059.th2.jpg ,"Pārdodu auto labā stāvokli, ir vasaras riepas, pārdodu sakarā ar jauna a",HyundaiSanta FE,2007,Dīzelis,2.2,280000,3600
https://www.ss.lv//msg/lv/transport/cars/volkswagen/taigo/cbifol.html ,https://i.ss.lv/gallery/6/1179/294541/58908134.th2.jpg ,Jauna automašīna. Pieejama uzreiz. Garantija 5 gadi vai līdz 100 000 km.,VolkswagenTaigo,2023,Benzīns,1.0,10,27543
https://www.ss.lv//msg/lv/transport/cars/mercedes/s500/bkdoc.html ,https://i.ss.lv/gallery/6/1164/290955/58190833.th2.jpg ,"Pārdodu MB S 500, 4Matic, motora jauda 335kw, motora tilpums 4463 cm3, i",MercedesS500,2017,Benzīns,4.7,143000,45700
https://www.ss.lv//msg/lv/transport/cars/bmw/530/ejgkk.html ,https://i.ss.lv/gallery/6/1163/290674/58134774.th2.jpg ,"Pārdod, BMW 530d, M-Sportpack, Facelift, baltā krāsāAuto kopts un uztu",Bmw530,2016,Dīzelis,3.0,182000,20900
https://www.ss.lv//msg/lv/transport/cars/mitsubishi/outlander/aiphi.html ,https://i.ss.lv/gallery/6/1173/293158/58631594.th2.jpg ,Tikko no Vacījas. Viens saimnieks Vacījā. Mitsubishi Outlander 2.2 Hdi 1,MitsubishiOutlander,2010,Dīzelis,2.2,237000,6590
https://www.ss.lv//msg/lv/transport/cars/volkswagen/tiguan/bijekg.html ,https://i.ss.lv/gallery/6/1179/294540/58907870.th2.jpg ,"Volkswagen Tiguan Fwd Dsg. 2017. gada. 2.0l dīzelis, 110 Kw (150 Hp). ",VolkswagenTiguan,2017,Dīzelis,2.0,209000,20500
https://www.ss.lv//msg/lv/transport/cars/toyota/rav-4/dcmgm.html ,https://i.ss.lv/gallery/6/1165/291019/58203706.th2.jpg ,"Pardodu Toyota Rav4 Hybrid, 2019. gada, 2.5L benzīns, pilnpiedziņa (163 ",ToyotaRAV 4,2019,Hibrīds,2.5,94000,33200
https://www.ss.lv//msg/lv/transport/cars/toyota/yaris/cbpkmj.html ,https://i.ss.lv/gallery/6/1137/284112/56822364.th2.jpg ,Toyota Yaris Gr-Four Circuit Pack Tuned. 2021.gada. 1.6 benzīns 192 Kw (,ToyotaYaris,2021,Benzīns,1.6,13000,39900
https://www.ss.lv//msg/lv/transport/cars/renault/kangoo/chnel.html ,https://i.ss.lv/gallery/6/1179/294541/58908026.th2.jpg ,"Uzņēmums pārdod vai maina kongoo normālā stāvoklī, viss darbojas pus gad",RenaultKangoo,2004,Benzīns,1.2,252000,1210
https://www.ss.lv//msg/lv/transport/cars/toyota/land-cruiser/apxch.html ,https://i.ss.lv/gallery/6/1110/277462/55492264.th2.jpg ,"Toyota Land Cruiser Suv 3.0 D-4D (190 hp) 4Wd A/t Executive, dīzelis, au",ToyotaLand Cruiser,2014,Dīzelis,3.0,137000,32990
https://www.ss.lv//msg/lv/transport/cars/renault/scenic/clfix.html ,https://i.ss.lv/gallery/6/1104/275847/55169307.th2.jpg ,"Renault Scenic 1, 5dci-81kW.",RenaultScenic,2015,Dīzelis,1.5,251000,6700
https://www.ss.lv//msg/lv/transport/cars/volkswagen/taigo/cbehfi.html ,https://i.ss.lv/gallery/6/1179/294540/58907973.th2.jpg ,Jauna automašīna. Pieejama uzreiz. 1.5 Tsi benzīna motors ar 150 Zir,VolkswagenTaigo,2023,Benzīns,1.5,10,28939
https://www.ss.lv//msg/lv/transport/cars/bmw/525/ghifd.html ,https://i.ss.lv/gallery/6/1179/294540/58907823.th2.jpg ,BMW F11 525D 160kw 2.0Dbi ar bagātīgu komplektāciju. Pirms gada ievest,Bmw525,2012,Dīzelis,2.0,218000,9790
https://www.ss.lv//msg/lv/transport/cars/alfa-romeo/giulia/bomnhj.html ,https://i.ss.lv/gallery/6/1179/294540/58907807.th2.jpg ,"Alfa Romeo Giulia Veloce 2.2Jtdm 132kw 2018 gada, elektriski regulējami ",Alfa romeoGiulia,2018,Dīzelis,2.2,255000,21555
https://www.ss.lv//msg/lv/transport/cars/renault/master/bdpnlj.html ,https://i.ss.lv/gallery/6/1153/288007/57601267.th2.jpg ,Renault Master2014 g. 306950 km2.3l Dīzelis92 Kw (125 Hp)Borta,RenaultMaster,2014,Dīzelis,2.3,307000,8500
https://www.ss.lv//msg/lv/transport/cars/mercedes/ml230/ahioh.html ,https://i.ss.lv/gallery/6/1179/294539/58907745.th2.jpg ,"Pārdod Mercedes benz Ml230 , 2.3 benzīns/gāze, 1998. Gada janvāris, manu",MercedesML230,1998,Benzīns,2.3,287000,2200
https://www.ss.lv//msg/lv/transport/cars/skoda/superb/cbihme.html ,https://i.ss.lv/gallery/6/1179/294539/58907715.th2.jpg ,"Motoram veikts kapitalremonts, .lukturi noņemti.",SkodaSuperb,2010,Benzīns,1.8,129000,7300
https://www.ss.lv//msg/lv/transport/cars/ford/focus/fbfgj.html ,https://i.ss.lv/gallery/6/1124/280919/56183610.th2.jpg ,"Viens īpašnieks. Oriģināls nobraukums, visas apkopes veiktas Ford servis",FordFocus,2018,Benzīns,1.0,64000,7000
https://www.ss.lv//msg/lv/transport/cars/audi/a4/bgghx.html ,https://i.ss.lv/gallery/6/1140/284987/56997397.th2.jpg ,Audi a4 2.0tdi 125kw. 2007g. 6 ātrumu manuālā kārba. Bagātīga komp,AudiA4,2007,Dīzelis,2.0,355000,3800
https://www.ss.lv//msg/lv/transport/cars/volkswagen/golf-7/bonnof.html ,https://i.ss.lv/gallery/6/1170/292481/58496121.th2.jpg ,Golf Variant 2.0Tdi Comfortline automātiskā Dsg pārnesumkārbaAutomaš,VolkswagenGolf 7,2020,Dīzelis,2.0,198000,14500
https://www.ss.lv//msg/lv/transport/cars/volkswagen/touran/fjpnd.html ,https://i.ss.lv/gallery/6/1179/294538/58907570.th2.jpg ,Продам VW Touran 2.0 дизель на 103 КВ. Машина в очень хорошем техничес,VolkswagenTouran,2005,Dīzelis,2.0,295000,3500
https://www.ss.lv//msg/lv/transport/cars/bmw/i3/cxxepd.html ,https://i.ss.lv/gallery/6/1178/294362/58872261.th2.jpg ,Individuell 120 AH Sportpaket ar Iki Atbalstu 21500Eur BMW garantija bat,Bmwi3,2019,Elektro,,11000,23500
https://www.ss.lv//msg/lv/transport/cars/mercedes/v250/cbidxk.html ,https://i.ss.lv/gallery/6/1145/286108/57221558.th2.jpg ,"Ухоженный семейный автомобиль, с хорошей комплектацией.",MercedesV250,2014,Dīzelis,2.2,112000,35000
https://www.ss.lv//msg/lv/transport/cars/toyota/corolla/eceei.html ,https://i.ss.lv/gallery/6/1128/281875/56374866.th2.jpg ,Toyota Corolla Sedan 1.8 Hybrid (122 hp) E-Cvt Active Plus 2021.G. Febru,ToyotaCorolla,2021,Hibrīds,1.8,35000,19700
https://www.ss.lv//msg/lv/transport/cars/toyota/hi-lux/gofje.html ,https://i.ss.lv/gallery/6/1179/294538/58907449.th2.jpg ,Hilux Double Cab 2.8 D-4D (204 Hp) 4Wd A/t Invincible. Cena ar Pvn. ,ToyotaHi-Lux,2024,Dīzelis,2.8,12,51000
https://www.ss.lv//msg/lv/transport/cars/bmw/120/bmfkke.html ,https://i.ss.lv/gallery/6/1119/279531/55906045.th2.jpg ,BMW 120d 2012. gada. Oriģināls nobraukums . Latvijā vienīgais īpašnieks.,Bmw120,2012,Dīzelis,2.0,274000,8200
https://www.ss.lv//msg/lv/transport/cars/citroen/c3/dkbpc.html ,https://i.ss.lv/gallery/6/1179/294534/58906690.th2.jpg ,"Citroen C3 1.2Vti Feel. Piedāvā SIA Andre Motors, oficiālais Citroen dīl",CitroenC3,2018,Benzīns,1.2,85000,7200
https://www.ss.lv//msg/lv/transport/cars/volvo/xc60/cxbcbk.html ,https://i.ss.lv/gallery/6/1165/291038/58207404.th2.jpg ,D5 158kw Jauna skate. Pilnpiedziņa 2.4d 5 cilindri. Facelift. Automats. ,VolvoXC 60,2013,Dīzelis,2.4,200000,14500
